3.591864427032110285e+00 1.101937294685949809e+00
3.108621591101841997e+00 2.936311737704866864e+00
3.329498423044265021e+00 1.552994507929194246e+00
1.517759561892653375e+00 6.509637824797595007e-01
2.511694605142582581e+00 2.681673252243577110e+00
2.304775179210862390e+00 1.216735822705025338e+00
2.232559461179951743e+00 8.870896230119565962e-01
3.389058125516270614e+00 1.437207276042273829e+00
1.215528543676514639e+00 2.221394443241306416e+00
1.821461709634021098e+00 1.126121970981235787e+00
2.621417945972787766e+00 2.736286672654297369e+00
1.578735930533491816e+00 1.612907679407652672e+00
3.528853810491037635e+00 2.939223545752024158e+00
2.657719314910248709e+00 1.660684237439030708e+00
1.535850365874133594e+00 9.638966397856332247e-01
2.409526927805045293e+00 2.392810272117170900e+00
2.751359459608216262e+00 1.807697002702651545e+00
1.565399046499003521e+00 2.836963587341387427e+00
3.352711097118470818e+00 1.686476098546254354e+00
2.155257167247693673e+00 1.850035337020838666e+00
1.988926199123794980e+00 -8.289256921817056423e-01
3.125188357565148678e+00 1.340143413998827082e+00
1.956089979805890611e+00 2.345190921809538143e+00
3.722024662763792513e+00 1.445195931886140706e+00
2.593243929088712374e+00 9.166523379335758115e-01
2.577057330629840326e+00 -1.669404355444530363e-01
1.601027286498867053e+00 1.463923414435394976e+00
1.487815249439748966e+00 2.516578511360211934e+00
2.594844171598765126e+00 2.276187581954820960e+00
2.756774921711473869e+00 2.594128615124760895e+00
1.504133585851783028e+00 1.194457590313223960e+00
2.748831153992638665e+00 1.093277683904524622e+00
2.455696591141959928e+00 6.169759189665315890e-01
1.525459871718929161e+00 2.598100250891518748e+00
3.812616995926212837e+00 1.021156030228143718e+00
3.071678483080552802e+00 1.357531414548838189e-01
2.461606572750068889e+00 3.926077877040385022e+00
2.135222898108827927e+00 2.384821307707944094e+00
3.062375614884651931e+00 3.083924200849537556e+00
2.204957886920442700e+00 3.349015038299452129e-01
3.350105767803501333e+00 1.595631702916467054e+00
2.982834990416193932e+00 9.496474775521431821e-01
1.204913634653602461e+00 8.530756201578726383e-02
2.840083615193796707e+00 3.812807965811014110e+00
2.796410154813628424e+00 3.072831020528580481e+00
3.291417132375112686e+00 3.439880490937403668e-01
3.411578437139964670e+00 1.695091234579691353e+00
1.608020088066380415e+00 6.008404740940433975e-01
2.549406653134409062e+00 1.770106432239080263e+00
3.502879211736581233e+00 8.405008631666525121e-01
1.424593719531867198e+00 2.418078448879820375e+00
3.929245613067632092e+00 4.849273021550781770e-01
1.934061228202364369e+00 2.019730440948544814e+00
2.848412977770064636e+00 5.441963949013419732e-01
2.116831939589745470e+00 2.529471872610669081e+00
3.336348928575010309e+00 7.128242659274004467e-01
2.730324698605093303e+00 1.440776558790401563e+00
2.333790591415743076e+00 1.022898861662432823e+00
2.498367566946158025e+00 3.642268203797035309e+00
3.614705098956205731e+00 1.165695780543064553e+00
3.918336655987241901e+00 9.209220902887640392e-01
3.383825908790934811e+00 3.230262683728226225e+00
2.855736382402212392e+00 3.070605617199100301e+00
3.574051257158640027e+00 1.479978105417752099e+00
2.366936652904173322e+00 1.257187483789096172e+00
2.308288609061657226e+00 1.632302436685989067e+00
3.203602367805761908e+00 6.398881102175169033e-01
2.532564614642906164e+00 1.793598236240586896e+00
2.636384863945985924e+00 1.651576903105948846e+00
2.020862995791820271e+00 2.102055348505260213e+00
3.479699022979649836e+00 9.448869070700035566e-01
1.509310900286436219e+00 2.118209601645987483e+00
2.128155047352676021e+00 1.395270712662275647e+00
2.330057548118797062e+00 5.138035239292959577e-01
